final_label,confidence,paragraph,qwen_label,qwen_reasoning,gpt_oss_label,gpt_oss_reasoning,notes
INCORRECT_TO_CORRECT,CONFIRMED,"Hannah summarized with the work shown at right. Did they rewrite the equation correctly? If so, find the vertex and the line of symmetry of the parabola. If not, explain their mistakes and show them how to do it correctly.",INCORRECT_TO_CORRECT,"The paragraph refers to Hannah's work and asks the reader to determine if it's correct, explaining mistakes if present. This fits the 'INCORRECT_TO_CORRECT' category as it involves evaluating and correcting a named student's work.",INCORRECT_TO_CORRECT,"The paragraph references a named student (Hannah) and asks the reader to determine if the work is correct, and if not, to identify mistakes and correct them, matching the INCORRECT_TO_CORRECT pattern.",
INCORRECT_TO_CORRECT,CONFIRMED,"Hilda was working on her y = 3x* —24x+55 homework. She completed the y= 3(x2 —8x) +55 square to change y= 3x? —24x+55 5 to graphing form in order to pease Eee UE RY NS identify the vertex of the parabola. She did the work at right and identified the vertex to be (4,39). When she got back to class and checked her answers, she discovered that the vertex she found is incorrect, but she cannot find her mistake. Examine Hilda’s work and explain to her what she did wrong. Then show her how to complete the square correctly and identify the vertex.",INCORRECT_TO_CORRECT,"The paragraph presents Hilda's incorrect work on completing the square, asks the reader to identify her mistake, and correct it. This fits the 'INCORRECT_TO_CORRECT' category as it involves analyzing a named student's wrong work and providing the correct solution.",INCORRECT_TO_CORRECT,"The paragraph presents Hilda’s incorrect work, asks the reader to find her mistake and correct it, which matches the INCORRECT_TO_CORRECT pattern.",
INCORRECT_TO_CORRECT,CONFIRMED,"Greg was working on his homework. He completed the square to change y = 2x? —6x+2 to graphing form and identify the vertex of the parabola. y = 2(x? —3x+2)+2-2 He did the work at right and Sens Bee te * dantifi Bort y=20-3) -%4 identified the vertex to be Ca) When he got back to class and checked his answers, he discovered that his vertex was wrong, but he cannot find his mistake. Examine Greg’s work and explain to him where the mistake occurred. Then show him how to correct the mistake and state the vertex.",INCORRECT_TO_CORRECT,"The paragraph presents Greg's incorrect work on completing the square, asks the reader to identify his mistake, and correct it. This fits the 'INCORRECT_TO_CORRECT' category as it focuses on analyzing a named student's wrong work and fixing the error.",INCORRECT_TO_CORRECT,"The paragraph presents Greg's incorrect work, asks the reader to locate the mistake and correct it, matching the INCORRECT_TO_CORRECT pattern.",
INCORRECT_TO_CORRECT,CONFIRMED,"George was solving the equation (2x -1)(x+ 3)=4 and he got the solutions x = : and x=-3. Jeffrey came along and said, “You made a big mistake! You set each factor equal to zero, but it’s not equal to zero, it’s equal to 4. So you have to set each factor equal to 4 and then solve.” Show George and Jeffrey how to solve this equation. To be sure that you are correct, check your solutions.",INCORRECT_TO_CORRECT,The paragraph presents George's incorrect solution to an equation and asks the reader to demonstrate the correct method. This aligns with the 'INCORRECT_TO_CORRECT' category as it involves identifying and correcting a named student's error.,INCORRECT_TO_CORRECT,"The paragraph presents a named student's wrong work (George) and asks the reader to correct it, fitting INCORRECT_TO_CORRECT.",
INCORRECT_TO_CORRECT,CONFIRMED,"Samantha thinks that the equation (x — 4)? =25 is equivalent to the equation (x-—4)+(y-3)=5. Are the two equations equivalent? Explain how you know. If they are not equivalent, explain Samantha’s mistake.",INCORRECT_TO_CORRECT,"The paragraph presents Samantha's incorrect belief about equation equivalence and asks the reader to identify her mistake, which fits the 'INCORRECT_TO_CORRECT' category as it focuses on correcting a named student's error.",INCORRECT_TO_CORRECT,"The paragraph presents a named student’s incorrect claim and asks the reader to explain the mistake, i.e., locate and correct the error.",
INCORRECT_TO_CORRECT,HAND_CLASSIFIED,"[text starts with: Hannah says, ""Aidan and Sarah made a mistake]",,,,,Hand-classified: Hannah identifies Aidan and Sarah's error in completing the square; reader justifies.
INCORRECT_TO_CORRECT,HAND_CLASSIFIED,"Margee thinks she can use logs to solve 56 = x°, since logs seem to make exponents disappear. Unfortunately, Margee is wrong. Explain the difference between equations like 2 =1.04* , in which you can use logs, and 56 = x® , in which it does not make sense to use logs.",EXPLICIT_ERROR_DETECTION,The paragraph presents Margee's incorrect approach to solving an equation using logarithms and asks the reader to explain why this method fails in one case but works in another. This fits the EXPLICIT_ERROR_DETECTION category because the error is identified (Margee's misuse of logs) and the task is to locate/analyze the mistake.,INCORRECT_TO_CORRECT,"The paragraph mentions a named student (Margee) who is wrong about using logs and asks the reader to explain the mistake, i.e., find and correct the error.",Hand-classified: Margee incorrectly applies logs; reader explains why her method fails.
INCORRECT_TO_CORRECT,HAND_CLASSIFIED,"[text starts with: ""Well, it's a fraction. Can't we multiply the numerator]",,,,,Hand-classified: Natalio's unclear/incorrect method; reader shows the correct approach (continuation of para 708 C&C).
INCORRECT_TO_CORRECT,HAND_CLASSIFIED,"For homework, Londa was asked to simplify the expression Net e7 Sue got the answer 7, but when she checked, she learned that the correct answer was —7. a. Show Londa the steps she could take to get —7. b. What steps do you think Londa took to get 7 as a result? | What does she need to consider to avoid making this mistake in the future? Londa’s example means that it is not always true that Ja - Jb = Jab for real numbers a and b. What restriction needs to be placed on the numbers a and b?",INCORRECT_TO_CORRECT,"The paragraph presents Londa's incorrect answer and asks the reader to show the correct steps (part a) and identify her mistake (part b), which aligns with the INCORRECT_TO_CORRECT category. The focus is on correcting a named student's error and explaining the correct approach.",ERROR,"400: {'error': {'message': ""Failed to generate JSON. Please adjust your prompt. See 'failed_generation' for more details."", 'type': 'invalid_request_error', 'code': 'json_validate_failed', 'failed_generation': 'max completion tokens reached before generating a valid document'}}",Hand-classified: Londa gets wrong answer; reader shows correct steps and identifies her mistake.
COMMON_ERROR_ALERT,CONFIRMED,"b. Be sure to test negative numbers. What happens for negative numbers? c. Mark wants to get his machines patented but has to prove that the set of machines will always do what he says it will, at least for positive numbers. Show Mark how to prove that his machines work for positive numbers by dropping in a variable (for example, n) and writing out each step the machines must take. Why do the negative numbers come out positive?",COMMON_ERROR_ALERT,"The paragraph includes a warning to test negative numbers, which is a common mistake students make. This aligns with the 'COMMON_ERROR_ALERT' category as it highlights a frequent oversight.",COMMON_ERROR_ALERT,"The paragraph warns the reader to test negative numbers, indicating a typical oversight students may make, which matches a common error alert.",
COMMON_ERROR_ALERT,CONFIRMED,"The student holding the meter stick should hold the places where the string attaches. Otherwise, the string has a tendency to slide toward the center of the meter stick. Use as much of the string as you can so that your ; pendulum is as long as possible.",COMMON_ERROR_ALERT,"The paragraph warns about a potential mistake (string sliding toward the center) if the meter stick is not held properly, which aligns with a warning about a common error.",COMMON_ERROR_ALERT,"The paragraph warns the reader about a potential mistake (string sliding) and advises how to avoid it, matching a common error alert.",
COMMON_ERROR_ALERT,CONFIRMED,The term “curving” is often misused as it applies to test scores. Many believe it refers to adding points or otherwise adjusting test scores such that the highest paper is 100% or the average score is raised to some passing level. To curve is actually to model test scores with the normal distribution (normal “curve”) and then use percentiles to assign letter grades.,COMMON_ERROR_ALERT,"The paragraph warns about a common misuse of the term 'curving' in test scores, indicating a frequent misunderstanding. It fits the 'COMMON_ERROR_ALERT' category as it highlights a typical misconception without presenting specific incorrect work or contrasting approaches.",COMMON_ERROR_ALERT,"The paragraph warns about a common misconception about 'curving' test scores, matching a common mistake alert.",
COMMON_ERROR_ALERT,CONFIRMED,"common denominator, which, in this case, is 6x. We must be careful to remember to distribute so that we multiply each term on both sides of the equation by 6x. Then we simplify and solve, as shown at right.",COMMON_ERROR_ALERT,"The paragraph warns about the need to distribute when multiplying by the common denominator, using 'must be careful' as a signal for a common mistake. This aligns with the COMMON_ERROR_ALERT category.",COMMON_ERROR_ALERT,"The paragraph warns the reader to be careful about distributing each term, which alerts to a common mistake students might make, fitting the COMMON_ERROR_ALERT category.",
COMMON_ERROR_ALERT,HAND_CLASSIFIED,Adam keeps getting negative exponents and fractional exponents confused. Help him by explaining the difference between 2!/? and 27.,COMMON_ERROR_ALERT,"The paragraph addresses a common confusion Adam has between negative and fractional exponents, which is a typical mistake students make. It uses 'Adam keeps getting... confused' to highlight the error, fitting the COMMON_ERROR_ALERT category.",NA,"The paragraph asks for an explanation of a concept rather than presenting a student's work to correct, compare, or detect an error, so it does not fit any error-focused categories.",Hand-classified: Direct statement of a common student confusion between negative and fractional exponents.
COMMON_ERROR_ALERT,HAND_CLASSIFIED,"If in a random sample of 1000 members of our population, 250 have the zPhone, it still does not mean that exactly - of all people between the ages of 12 and 20 in the U.S. have the zPhone. The proportion of young people with the phone will naturally vary from sample to sample—some samples of young people will have more phones, some will have",NA,"The paragraph discusses sampling variability and the idea that sample proportions can differ from the true population proportion. It does not present a specific error to detect, compare conflicting approaches, or warn about common mistakes. It is standard explanatory content about statistical sampling.",COMMON_ERROR_ALERT,"The paragraph warns readers not to assume the sample proportion equals the population proportion, alerting to a common misunderstanding about sampling variability.",Hand-classified: Warns against conflating sample proportion with population proportion.
COMMON_ERROR_ALERT,HAND_CLASSIFIED,[text starts with: c. x⁶−y⁶ (Note: This is tricky. If you start it as the difference of two cubes],,,,,Hand-classified: Explicitly warns that starting with difference of cubes leads to incomplete factoring.
COMMON_ERROR_ALERT,HAND_CLASSIFIED,"sales prices of houses in Fancyville and Smallville — comparing the medians alone does not tell a useful story about the difference in prices. Statisticians like to report the center, shape, spread, and outliers of single-variable data.",NA,"The paragraph discusses the importance of considering multiple aspects of data analysis (center, shape, spread, outliers) rather than just medians. It does not reference any specific student errors, compare conflicting approaches, or explicitly point out a common mistake. It serves as general statistical instruction.",COMMON_ERROR_ALERT,"The paragraph warns that focusing only on medians is a mistake and advises reporting additional statistics, matching a common error alert.","Hand-classified: Warns that comparing medians alone is insufficient; must consider shape, spread, outliers."
COMMON_ERROR_ALERT,HAND_CLASSIFIED,The standard deviation was probably not an appropriate way to report the spread of your team’s golfing data. What would have been better?,NA,"The paragraph is a reflective question asking students to evaluate the appropriateness of a statistical method, not directly addressing errors, common mistakes, or contrasting approaches. It does not present a specific error to detect or correct.",COMMON_ERROR_ALERT,"The paragraph warns that using standard deviation may be inappropriate for the data and asks what would be better, which fits a common error alert about a typical mistake.",Hand-classified: Tells reader standard deviation was likely the wrong measure for their data.
COMMON_ERROR_ALERT,HAND_CLASSIFIED,"In both cases, the simplification is only valid provided that the denominator is not equal to zero. See the examples below.",NA,"The paragraph states a mathematical condition (denominator not equal to zero) for simplification validity but does not explicitly warn about a common error, present conflicting student work, or ask the reader to detect an error. It serves as a general rule rather than error-focused pedagogy.",COMMON_ERROR_ALERT,"The paragraph warns readers that a simplification is only valid when the denominator is non‑zero, alerting them to a potential mistake.",Hand-classified: Classic warning against canceling factors when denominator could be zero.
COMMON_ERROR_ALERT,HAND_CLASSIFIED,"extraneous solution Sometimes in the process of solving equations, multiplying or squaring expressions involving a variable will lead to a numerical result that does not make the original equation true. This false result is called an extraneous solution. For example, in the process of solving the equation /x+3=9-x both sides of the equation are squared to get x+3=x*-19x+81 which has solutions 6 and 13. 6 is a solution of the original equation, but 13 is extraneous, because J13+ 3 #9-13.",COMMON_ERROR_ALERT,"The paragraph explains that squaring both sides of an equation can introduce extraneous solutions, which is a common mistake students make. It warns readers about this pitfall and provides an example where one solution is extraneous. This aligns with the 'COMMON_ERROR_ALERT' category as it highlights a frequent error in problem-solving processes.",NA,"The paragraph explains the concept of extraneous solutions with an example but does not ask the reader to find or correct an error, compare approaches, or warn about a common mistake; it is standard instructional content.",Hand-classified: Glossary entry explicitly warns that squaring both sides can introduce false solutions.
EXPLICIT_ERROR_DETECTION,CONFIRMED,let’s make a scatterplot with Fancyville on the x-axis and Smallville on the y-axis. Then we can draw a line of best fit and see if there is an association.” Ramien responded that it was a great idea! What is wrong with Cyrus and Ramien’s plan?,EXPLICIT_ERROR_DETECTION,"The paragraph asks the reader to identify the flaw in Cyrus and Ramien’s plan, which involves detecting an error in their approach. This aligns with EXPLICIT_ERROR_DETECTION, as the task is to locate the mistake in their proposed method.",EXPLICIT_ERROR_DETECTION,"The text asks the reader to identify what is wrong with the students' plan, prompting error identification without providing the error itself, fitting EXPLICIT_ERROR_DETECTION.",
