book,para_num,paragraph,final_label,status,verification,tier,gemini_label,gemini_confidence,gemini_considered,gemini_reasoning,gpt_oss_or_label,gpt_oss_or_reasoning
ck12_algebra1_hs,12,"Example 7

The height (h) of a ball in flight is given by the formula h = −32t^2 + 60t + 20, where the height is given in feet and the time (t) is given in seconds. Find the height of the ball at time t = 2 seconds.

Solution

h = −32t^2 + 60t + 20
= −32(2)^2 + 60(2) + 20  Substitute 2 for t.
= −32(4) + 60(2) + 20
= 12

The height of the ball is 12 feet.",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"This is a standard textbook worked example demonstrating how to solve a physics problem with complete, correct steps.",,
ck12_algebra1_hs,13,"1. Write the following in a more condensed form by leaving out a multiplication symbol.
a. 2 × 11x
b. 1.35 · y
c. 3 × 1/4
d. 1/4 · z",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,This is a standard practice problem asking students to simplify algebraic notation. It does not reference errors or multiple student methods.,,
ck12_algebra1_hs,14,"2. Evaluate the following expressions for a = −3, b = 2, c = 5, and d = −4.
a. 2a + 3b
b. 4c + d
c. 5ac − 2b
d. 2a / (c − d)
e. 3b / d
f. (a − 4b) / (3c + 2d)
g. 1 / (a + b)
h. ab / cd",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"This is a standard multi-part practice problem asking students to evaluate algebraic expressions for given variable values, with no mention or focus on errors.",,
ck12_algebra1_hs,15,"3. Evaluate the following expressions for x = −1, y = 2, z = −3, and w = 4.
a. 8x^3
b. 5x^2 / (6z^3)
c. 3z^2 − 5w^2
d. x^2 − y^2
e. (z^3 + w^3) / (z^3 − w^3)
f. 2x^3 − 3x^2 + 5x − 4
g. 4w^3 + 3w^2 − w + 2
h. 3 + 1 / (z^2)",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"This is a standard algebraic evaluation exercise asking students to compute values for given variable inputs. It does not mention errors, mistakes, or alternate student approaches.",,
ck12_algebra1_hs,16,"4. The weekly cost C of manufacturing x remote controls is given by the formula C = 2000 + 3x, where the cost is given in dollars.
a. What is the cost of producing 1000 remote controls?
b. What is the cost of producing 2000 remote controls?
c. What is the cost of producing 2500 remote controls?",NA,CONFIRMED,dual_arm,C_control,NA,high,,This is a standard textbook exercise involving evaluating a linear function for specific values. It contains no error-focused pedagogy.,NA,"The paragraph simply asks for calculations using a given formula, with no mention of errors, mistakes, or comparing student work."
ck12_algebra1_hs,17,"5. The volume of a box without a lid is given by the formula V = 4x(10 − x)^2, where x is a length in inches and V is the volume in cubic inches.
a. What is the volume when x = 2?
b. What is the volume when x = 3?",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"This is a standard direct evaluation math exercise asking students to calculate volume for given values of x, with no error analysis involved.",,
ck12_algebra1_hs,18,"Learning Objectives
• Evaluate algebraic expressions with grouping symbols.
• Evaluate algebraic expressions with fraction bars.
• Evaluate algebraic expressions using a graphing calculator.",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"The text lists standard learning objectives for a lesson, with no mention of mistakes, errors, or student work.",,
ck12_algebra1_hs,19,"Introduction

Look at and evaluate the following expression:

2 + 4 × 7 − 1 = ?

How many different ways can we interpret this problem, and how many different answers could someone possibly find for it?

The simplest way to evaluate the expression is simply to start at the left and work your way across:

2 + 4 × 7 − 1
= 6 × 7 − 1
= 42 − 1
= 41

This is the answer you would get if you entered the expression into an ordinary calculator. But if you entered the expression into a scientific calculator or a graphing calculator you would probably get 29 as the answer.

In mathematics, the order in which we perform the various operations (such as adding, multiplying, etc.) is important. In the expression above, the operation of multiplication takes precedence over addition, so we evaluate it first. Let’s re-write the expression, but put the multiplication in brackets to show that it is to be evaluated first.

2 + (4 × 7) − 1 = ?

First evaluate the brackets: 4 × 7 = 28. Our expression becomes:

2 + (28) − 1 = ?

When we have only addition and subtraction, we start at the left and work across:

2 + 28 − 1
= 30 − 1
= 29

Algebra students often use the word “PEMDAS” to help remember the order in which we evaluate the mathematical expressions: Parentheses, Exponents, Multiplication, Division, Addition and Subtraction.",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"The text provides standard conceptual instruction on order of operations, contrasting simple left-to-right evaluation with mathematical order of operations without explicitly framing it as an error alert or student mistake task.",NA,"The paragraph explains order of operations and shows a potential misinterpretation, but it does not explicitly warn about a frequent student mistake nor ask the reader to find or correct an error."
ck12_algebra1_hs,20,"Order of Operations

1. Evaluate expressions within Parentheses (also all brackets [ ] and braces { }) first.
2. Evaluate all Exponents (terms such as 3^2 or x^3) next.
3. Multiplication and Division is next - work from left to right completing both multiplication and division in the order that they appear.
4. Finally, evaluate Addition and Subtraction - work from left to right completing both addition and subtraction in the order that they appear.",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"The paragraph simply provides instructional rules/steps for the Order of Operations without mentioning errors, student misconceptions, or comparative work.",NA,"The paragraph simply lists procedural steps for order of operations with no mention of errors, mistakes, or student work to correct."
ck12_algebra1_hs,21,"Evaluate Algebraic Expressions with Grouping Symbols

The first step in the order of operations is called parentheses, but we include all grouping symbols in this step—not just parentheses (), but also square brackets [ ] and curly braces { }.",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"This paragraph provides standard instructional explanation regarding grouping symbols in the order of operations without mentioning any errors, warnings, or student work.",NA,"The paragraph only explains a concept (grouping symbols) without presenting errors, student work, or warnings about common mistakes."
ck12_algebra1_hs,22,"Example 1

Evaluate the following:
a) 4 − 7 − 11 + 2
b) 4 − (7 − 11) + 2
c) 4 − [7 − (11 + 2)]

Each of these expressions has the same numbers and the same mathematical operations, in the same order. The placement of the various grouping symbols means, however, that we must evaluate everything in a different order each time. Let’s look at how we evaluate each of these examples.

a) This expression doesn’t have parentheses, exponents, multiplication, or division. PEMDAS states that we treat addition and subtraction as they appear, starting at the left and working right (it’s NOT addition then subtraction).

4 − 7 − 11 + 2 = −3 − 11 + 2
= −14 + 2
= −12

b) This expression has parentheses, so we first evaluate 7 − 11 = −4. Remember that when we subtract a negative it is equivalent to adding a positive:

4 − (7 − 11) + 2 = 4 − (−4) + 2
= 8 + 2
= 10

c) An expression can contain any number of sets of parentheses. Sometimes expressions will have sets of parentheses inside other sets of parentheses. When faced with nested parentheses, start at the innermost parentheses and work outward.

Brackets may also be used to group expressions which already contain parentheses. This expression has both brackets and parentheses. We start with the innermost group: 11 + 2 = 13. Then we complete the operation in the brackets.

4 − [7 − (11 + 2)] = 4 − [7 − (13)]
= 4 − [−6]
= 10",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"This is a standard worked example explaining order of operations. Although it parenthetically notes '(it’s NOT addition then subtraction)', it is direct instructional explanation rather than an explicit warning about a common student error.",NA,"The paragraph explains how to evaluate expressions with different grouping symbols and does not ask the reader to find or correct errors, compare student work, or warn about common mistakes."
ck12_algebra1_hs,23,"Example 2

Evaluate the following:
a) 3 × 5 − 7 ÷ 2
b) 3 × (5 − 7) ÷ 2
c) (3 × 5) − (7 ÷ 2)

a) There are no grouping symbols. PEMDAS dictates that we multiply and divide first, working from left to right: 3 × 5 = 15 and 7 ÷ 2 = 3.5. (NOTE: It’s not multiplication then division.) Next we subtract:

3 × 5 − 7 ÷ 2 = 15 − 3.5
= 11.5

b) First, we evaluate the expression inside the parentheses: 5 − 7 = −2. Then work from left to right:

3 × (5 − 7) ÷ 2 = 3 × (−2) ÷ 2
= (−6) ÷ 2
= −3

c) First, we evaluate the expressions inside parentheses: 3 × 5 = 15 and 7 ÷ 2 = 3.5. Then work from left to right:

(3 × 5) − (7 ÷ 2) = 15 − 3.5
= 11.5

Note that adding parentheses didn’t change the expression in part c, but did make it easier to read. Parentheses can be used to change the order of operations in an expression, but they can also be used simply to make it easier to understand.",NA,CONFIRMED,dual_arm,B_boundary,NA,medium,COMMON_ERROR_ALERT,"The text is primarily a standard worked example demonstrating order of operations, though it includes a brief parenthetical note warning that PEMDAS does not mean multiplication always precedes division.",NA,"The paragraph simply explains how to evaluate expressions using order of operations; it does not present a student's error, compare approaches, ask to locate a mistake, or warn about common errors."
ck12_algebra1_hs,24,"We can also use the order of operations to simplify an expression that has variables in it, after we substitute specific values for those variables.",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"This is standard instructional text explaining how order of operations applies to expressions with variables after substitution, without mentioning any errors.",,
ck12_algebra1_hs,25,"Example 3

Use the order of operations to evaluate the following:
a) 2 − (3x + 2) when x = 2
b) 3y^2 + 2y + 1 when y = −3
c) 2 − (t − 7)^2 × (u^3 − v) when t = 19, u = 4, and v = 2

a) The first step is to substitute the value for x into the expression. We can put it in parentheses to clarify the resulting expression.

2 − (3(2) + 2)
(Note: 3(2) is the same as 3 × 2.)
Follow PEMDAS - first parentheses. Inside parentheses follow PEMDAS again.
2 − (3 × 2 + 2) = 2 − (6 + 2)  Inside the parentheses, we multiply first.
2 − 8 = −6  Next we add inside the parentheses, and finally we subtract.

b) The first step is to substitute the value for y into the expression.
3 × (−3)^2 + 2 × (−3) − 1
Follow PEMDAS: we cannot simplify the expressions in parentheses, so exponents come next.
3 × (−3)^2 + 2 × (−3) − 1  Evaluate exponents: (−3)^2 = 9
= 3 × 9 + 2 × (−3) − 1  Evaluate multiplication: 3 × 9 = 27; 2 × −3 = −6
= 27 + (−6) − 1  Add and subtract in order from left to right.
= 27 − 6 − 1
= 20

c) The first step is to substitute the values for t, u, and v into the expression.
2 − (19 − 7)^2 × (4^3 − 2)
Follow PEMDAS:
2 − (19 − 7)^2 × (4^3 − 2)  Evaluate parentheses: (19 − 7) = 12; (4^3 − 2) = (64 − 2) = 62
= 2 − 12^2 × 62  Evaluate exponents: 12^2 = 144
= 2 − 144 × 62  Multiply: 144 × 62 = 8928
= 2 − 8928  Subtract.
= −8926",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,This is a standard textbook worked example demonstrating how to evaluate expressions step-by-step using PEMDAS. It contains no error-focused pedagogy or warnings.,,
ck12_algebra1_hs,26,"In parts (b) and (c) we left the parentheses around the negative numbers to clarify the problem. They did not affect the order of operations, but they did help avoid confusion when we were multiplying negative numbers.

Part (c) in the last example shows another interesting point. When we have an expression inside the parentheses, we use PEMDAS to determine the order in which we evaluate the contents.",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,The paragraph explains pedagogical choices in a previous example (using parentheses to avoid confusion) and reviews standard order of operations rules without highlighting an error or warning about a common student misconception.,NA,"The paragraph only explains the use of parentheses and PEMDAS without presenting an error, warning, or comparison; thus it is standard instructional content."
ck12_algebra1_hs,27,"Evaluate Algebraic Expressions with Fraction Bars

Fraction bars count as grouping symbols for PEMDAS, so we evaluate them in the first step of solving an expression. All numerators and all denominators can be treated as if they have invisible parentheses around them. When real parentheses are also present, remember that the innermost grouping symbols come first. If, for example, parentheses appear on a numerator, they would take precedence over the fraction bar. If the parentheses appear outside of the fraction, then the fraction bar takes precedence.",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"The text provides instructional guidance on evaluating expressions with fraction bars according to the order of operations, without warning about specific errors or analyzing incorrect work.",NA,The paragraph only explains how to evaluate expressions with fraction bars and does not present any error-focused activity or warning.
ck12_algebra1_hs,28,"Example 4

Use the order of operations to evaluate the following expressions:
a) (z + 3)/4 − 1 when z = 2
b) ((a + 2)/(b + 4) − 1) + b when a = 3 and b = 1
c) 2 × ((w + (x − 2z))/(y + 2)^2 − 1) when w = 11, x = 3, y = 1, and z = −2

a) We substitute the value for z into the expression.
(2 + 3)/4 − 1
Although this expression has no parentheses, the fraction bar is also a grouping symbol—it has the same effect as a set of parentheses. We can write in the “invisible parentheses” for clarity:
((2 + 3)/4) − 1
Using PEMDAS, we first evaluate the numerator:
5/4 − 1
We can convert 5/4 to a mixed number:
5/4 = 1 1/4
Then evaluate the expression:
5/4 − 1 = 1 1/4 − 1 = 1/4

b) We substitute the values for a and b into the expression:
((3 + 2)/(1 + 4) − 1) + 1
This expression has nested parentheses (remember the effect of the fraction bar). The innermost grouping symbol is provided by the fraction bar. We evaluate the numerator (3 + 2) and denominator (1 + 4) first.
((3 + 2)/(1 + 4) − 1) + 1 = (5/5 − 1) + 1  Next we evaluate the inside of the parentheses. First we divide.
= (1 − 1) + 1  Next we subtract.
= 0 + 1 = 1

c) We substitute the values for w, x, y, and z into the expression:
2 × ((11 + (3 − 2(−2)))/(1 + 2)^2 − 1)
This complicated expression has several layers of nested parentheses. One method for ensuring that we start with the innermost parentheses is to use more than one type of parentheses. Working from the outside, we can leave the outermost brackets as parentheses (). Next will be the “invisible brackets” from the fraction bar; we will write these as [ ]. The third level of nested parentheses will be the { }. We will leave negative numbers in round brackets.
2 × ([11 + {3 − 2(−2)}] / [{1 + 2}^2] − 1)  Start with the innermost grouping sign: {}.
{1 + 2} = 3; {3 − 2(−2)} = 3 + 4 = 7
= 2([11 + 7] / [3^2] − 1)  Next, evaluate the square brackets.
= 2(18/9 − 1)  Next, evaluate the round brackets. Start with division.
= 2(2 − 1)  Finally, do the addition and subtraction.
= 2(1) = 2",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"This is a standard textbook worked example demonstrating step-by-step evaluation using the order of operations. No errors, common mistakes, or student disagreements are discussed.",NA,"The paragraph provides worked examples of evaluating expressions; it does not ask the reader to find or correct errors, compare students, or warn about common mistakes."
ck12_algebra1_hs,29,"Evaluate Algebraic Expressions with a TI-83/84 Family Graphing Calculator

A graphing calculator is a very useful tool in evaluating algebraic expressions. Like a scientific calculator, a graphing calculator follows PEMDAS. In this section we will explain two ways of evaluating expressions with the graphing calculator.",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"This text provides standard instructional material introducing how to use a graphing calculator to evaluate expressions, with no mention of mistakes or errors.",,
ck12_algebra1_hs,30,"Example 5

Evaluate [3(x^2 − 1)^2 − x^4 + 12] + 5x^3 − 1 when x = −3.

Method 1: Substitute for the variable first. Then evaluate the numerical expression with the calculator.
Substitute the value x = −3 into the expression.
[3((−3)^2 − 1)^2 − (−3)^4 + 12] + 5(−3)^3 − 1
Input this in the calculator just as it is and press [ENTER]. (Note: use ∧ to enter exponents)
The answer is -13.

Method 2: Input the original expression in the calculator first and then evaluate.
First, store the value x = −3 in the calculator. Type -3 [STO] x (The letter x can be entered using the x− [VAR] button or [ALPHA] + [STO]). Then type the original expression in the calculator and press [ENTER].
The answer is -13.

The second method is better because you can easily evaluate the same expression for any value you want. For example, let’s evaluate the same expression using the values x = 2 and x = 2/3.

For x = 2, store the value of x in the calculator: 2 [STO] x. Press [2nd] [ENTER] twice to get the previous expression you typed in on the screen without having to enter it again. Press [ENTER] to evaluate the expression. The answer is 62.

For x = 2/3, store the value of x in the calculator: 2/3 [STO] x. Press [2nd] [ENTER] twice to get the expression on the screen without having to enter it again. Press [ENTER] to evaluate. The answer is 13.21, or 1070/81 in fraction form.

Note: On graphing calculators there is a difference between the minus sign and the negative sign. When we stored the value negative three, we needed to use the negative sign which is to the left of the [ENTER] button on the calculator. On the other hand, to perform the subtraction operation in the expression we used the minus sign. The minus sign is right above the plus sign on the right.",NA,UNCERTAIN,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,"The paragraph demonstrates two valid calculator methods for evaluating an algebraic expression and provides an instructional note distinguishing the minus sign from the negative sign. There is no focus on student errors, conflicting student solutions, or explicit common mistake warnings.",COMMON_ERROR_ALERT,"The paragraph includes a cautionary note about confusing the minus sign with the negative sign on calculators, warning readers about a potential mistake."
ck12_algebra1_hs,31,"Example 7

Evaluate the expression (3x^2 − 4y^2 + x^4)/(x + y)^(1/2) for x = 2, y = −1.

Solution
Store the values of x and y: 2 [STO] x, -1 [STO] y. (The letters x and y can be entered using [ALPHA] + [KEY].) Input the expression in the calculator. When an expression includes a fraction, be sure to use parentheses: (numerator)/(denominator).
Press [ENTER] to obtain the answer 24.",NA,CONFIRMED,dual_arm,B_boundary,NA,high,COMMON_ERROR_ALERT,The text presents a standard worked example showing how to input an expression into a calculator. It gives general procedural advice about using parentheses around fractions rather than warning about a specific student error.,NA,"The paragraph provides a standard example of evaluating an expression with a calculator and gives procedural tips, without presenting a student's error, comparison, or explicit warning about common mistakes."
ck12_algebra1_hs,32,"1. Use the order of operations to evaluate the following expressions.
a. 8 − (19 − (2 + 5) − 7)
b. 2 + 7 × 11 − 12 ÷ 3
c. (3 + 7) ÷ (7 − 12)
d. 2 · (3 + (2 − 1)) / (4 − (6 + 2)) − (3 − 5)
e. (4 + 7(3)) / (9 − 4) + (12 − 3 · 2) / 2
f. (4 − 1)^2 + 3^2 · 2
g. ((2^2 + 5)^2) / (5^2 − 4^2) ÷ (2 + 1)",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"The text presents a standard set of arithmetic practice problems evaluating expressions using the order of operations, with no focus on errors or alternative methods.",,
ck12_algebra1_hs,33,"2. Evaluate the following expressions involving variables.
a. jk / (j + k) when j = 6 and k = 12
b. 2y^2 when x = 1 and y = 5
c. 3x^2 + 2x + 1 when x = 5
d. (y^2 − x)^2 when x = 2 and y = 1
e. (x + y^2) / (y − x) when x = 2 and y = 3",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,This is a standard practice problem asking students to evaluate various algebraic expressions with given variable values. It contains no error-focused pedagogy.,,
ck12_algebra1_hs,34,"3. Evaluate the following expressions involving variables.
a. 4x / (9x^2 − 3x + 1) when x = 2
b. z^2 / (x + y) + x^2 / (x − y) when x = 1, y = −2, and z = 4
c. 4xyz / (y^2 − x^2) when x = 3, y = 2, and z = 5
d. (x^2 − z^2) / (xz − 2x(z − x)) when x = −1 and z = 3",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"The text is a standard math exercise asking students to evaluate several algebraic expressions with given variable values, containing no mention of mistakes, student work, or error warnings.",,
ck12_algebra1_hs,35,"4. Insert parentheses in each expression to make a true equation.
a. 5 − 2 × 6 − 5 + 2 = 5
b. 12 ÷ 4 + 10 − 3 × 3 + 7 = 11
c. 22 − 32 − 5 × 3 − 5 = 30
d. 12 − 8 − 4 × 5 = −8",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,This is a standard order of operations exercise asking students to insert parentheses to make equations true. It does not mention or display any errors.,,
ck12_algebra1_hs,36,"5. Evaluate each expression using a graphing calculator.
a. x^2 + 2x − xy when x = 250 and y = −120
b. (xy − y^4)^2 when x = 0.02 and y = −0.025
c. (x + y − z) / (xy + yz + xz) when x = 1/2, y = 3/2, and z = −1
d. (x + y)^2 / (4x^2 − y^2) when x = 3 and y = −5
e. (x − y)^3 / (x^3 − y) + (x + y)^2 / (x + y^4) when x = 4 and y = −2",NA,CONFIRMED,dual_arm,C_control,NA,high,,"The text presents standard practice exercises asking students to evaluate expressions with a graphing calculator, without any error analysis or pedagogical error focus.",NA,"The paragraph simply asks students to evaluate expressions with given values using a calculator, without mentioning errors, mistakes, or comparing student work."
ck12_algebra1_hs,37,"Learning Objectives
• Write an equation.
• Use a verbal model to write an equation.
• Solve problems using equations.",NA,UNVERIFIED,single_arm,C_unsampled,NA,high,,"The text is simply a list of standard learning objectives for a lesson, with no error-focused pedagogy present.",,
