book,para_num,final_label,status,verification,tier,source_file,paragraph,final_label,gemini_label,gemini_confidence,gemini_considered,gemini_reasoning,gpt_oss_or_label,gpt_oss_or_reasoning
cpm_course2_ms,219,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"4-4. Two figures are scaled copies if the ratio of their side lengths stays the same. That means that the ratio of copy ______ original for each pair of corresponding sides is equal. a. These two figures are scaled copies. Can you determine the missing side lengths? What is the scale factor? b. Kai and Eli are having a disagreement about the scale factor for the following figures. Kai thinks the scale factor is 2:1, but Eli does not agree. Who is correct? Explain your reasoning. Closure Your teacher will give you instructions for a Closure activity. COPY ORIGINAL 2.8 COPY ORIGINAL",COMPARE_AND_CONTRAST,COMPARE_AND_CONTRAST,high,INCORRECT_TO_CORRECT,"In part b, two named students (Kai and Eli) disagree on the scale factor, and the student is asked 'Who is correct? Explain your reasoning.'",COMPARE_AND_CONTRAST,"The paragraph presents a disagreement between two named students (Kai and Eli) about the scale factor and asks which is correct, which matches the COMPARE_AND_CONTRAST pattern."
cpm_course2_ms,257,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"4-76. The perimeter of each algebra tile can be also written as an expression using variables and numbers. a. Write at least two different expressions for the perimeter of each tile shown. b. Which way of writing the perimeter seems clearest to you? What information can you get from each expression? c. Lianna wrote the perimeter of the collection of tiles shown as 2x + 1 + 1 + 1 + 2x + 1 units, but Jonah wrote it as 4x + 4. How are their expressions different? d. Which expression represents the perimeter? Can they both represent the perimeter? Neither? 4-77. The expressions that you have written to represent area and perimeter are made up of terms that are separated by addition and subtraction. a. Write an expression for the perimeter of the figure. b. How many x lengths are represented in the expression in part (a)? How many unit lengths? c. Combining like terms (like terms contain the same variable raised to the same power) is a way to rewrite an expression. Rewriting the perimeter of the shape as P = 4x + 6 combines the separate x-terms as 4x and combines the unit terms in the term 6. If you have not already done so, combine like terms for the perimeter expressions that you wrote in problem 4-76. Closure Your teacher will give you instructions for a Closure activity. x2 x x x",COMPARE_AND_CONTRAST,COMPARE_AND_CONTRAST,high,NA,"The text presents two named students (Lianna and Jonah) who wrote different algebraic expressions for the perimeter, asking students to compare how their expressions differ and determine which one correctly represents the perimeter.",COMPARE_AND_CONTRAST,The paragraph presents two named students (Lianna and Jonah) with differing expressions for the perimeter and asks the reader to compare them and decide which correctly represents the perimeter.
cpm_course2_ms,269,COMMON_ERROR_ALERT,UNCERTAIN,dual_arm,A_positive,paragraphs_stitched.csv,"4-99. Division by zero is an interesting concept. Some students believe that when you divide by zero, the result is zero. Consider how the numerical equation 30 ÷ 6 = 5 can be reversed to make the multiplication equation 5 · 6 = 30. a. Reverse the division equation 24 ÷ 4 = 6 into a multiplication equation. b. Now take the equation 24 ÷ 0 = x and reverse it into a multiplication equation. Is there a value of x that can make this equation true? Explain. c. Why do you think the solution to a number divided by zero is called “undefined”? d. Is 0 ÷ 24 also “undefined”? Why or why not? Closure 4-100. GOAL JOURNAL For this journal entry, write the title, read the prompt, and write your response. Copy the questions or incorporate them into your response. GOAL JOURNAL 4 Taking ownership and responsibility for your own learning may help you achieve at higher levels. This includes thoughtful reflection as you write in your journal, seeking out help if you are struggling, or making an honest assessment of your study habits. • To this point, what have you learned about yourself as a learner? • What are the ways that you learn best? • What is one study habit that, if you made a change, would help you be even more successful? • Write a goal including one small step you will take to improve as a learner.",COMMON_ERROR_ALERT,COMMON_ERROR_ALERT,medium,NA,"The text points out a common student misconception ('Some students believe that when you divide by zero, the result is zero') and guides the student through why it is incorrect.",NA,"The paragraph asks students to explore division by zero concepts and reflect, without presenting a student's error, comparing approaches, or explicitly warning about a common mistake."
cpm_course2_ms,387,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"6-59. Chen’s sister made this riddle for him to solve: “I am thinking of a number. If you add two to the number then triple it, you get nine.” a. Build the equation on an Equation Mat. What are two ways that Chen could write this equation? b. Solve the equation and show your work by recording your steps after each valid move. c. When Chen told his sister the mystery number in the riddle, she said he was wrong. Chen was sure that he had figured out the correct number. Choose a way to justify that you have the correct solution in part (b). 6-60. Solve the equation 4(x + 3) = 8. Remember to: • Build the equation on your Equation Mat with algebra tiles. • Rewrite the equation using valid moves. • Record the original equation and all of your steps using symbols. • Solve for x. What is the value of x that makes the equation true? 6-61. CHECKING YOUR SOLUTION When you solve an equation that has one solution, you get a value for the variable. But how do you know that you have done the steps correctly and that your answer “works”? a. Look at your answer for problem 6-60. How could you verify that your solution is correct and convince someone else? Discuss your ideas with your team. b. When Kelly and Madison compared their solutions for the equation −7 = −2(x + 1) + 3x, Kelly got a solution of x = −5 and Madison got a solution of x = −8. To decide whether the solutions were correct, they decided to check their answers to see if they made the expressions equal. Finish their work to determine whether either person has the correct solution. c. When checking, Kelly ended up with −7 = −7. Does this mean that her answer is correct or incorrect? If it is correct, does this mean the solution is x = −7 or x = −5? Explain. d. Go back to problem 6-60 and show how to check your solution for that equation. KELLY MADISON x = –5 –7 = –2(x + 1) + 3x –7 = –2(–5 + 1) + 3(–5) x = –8 –7 = –2(x + 1) + 3x –7 = –2(–8 + 1) + 3(–8)",COMPARE_AND_CONTRAST,COMPARE_AND_CONTRAST,high,INCORRECT_TO_CORRECT,"In problem 6-61, two named students (Kelly and Madison) have different solutions for the same equation, and the reader must finish their work to determine who is correct.",COMPARE_AND_CONTRAST,"The paragraph presents two named students (Kelly and Madison) with different solution answers and asks the reader to determine who is correct, matching the compare-and-contrast pattern."
cpm_course2_ms,399,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"Review & Preview 6-87. For the end-of-year party, Mt. Rose Middle School ordered 112 pizzas. There were eight fewer veggie pizzas than there were pepperoni pizzas. There were three times as many combo pizzas as pepperoni pizzas. Use the 5-D Process to define a variable and write an equation for this situation. Then determine how many of each kind of pizza were ordered. 6-88. Consider the equation 7 = 3x − 5. a. Stanley wants to start solving the equation by adding 5 to both sides, while Terrence first wants to subtract 7 from both sides. Will both strategies work? Is one strategy more efficient than the other? b. Solve 7 = 3x − 5. Show your steps. Methods & Meanings DEFINING A VARIABLE When you write an equation, it is important to define the variable precisely. You need to be clear about what you are talking about so that someone else looking at your work would understand what the variable represents. This is an important habit to develop because it is an important step in solving many different math problems. For example, suppose you have the following problem: At the neighborhood grocery store, grapes cost $3 a pound. If Belinda spent $5.40 on grapes, how many pounds of grapes did she buy? One equation you could write is 3x = 5.4 if you know what x stands for. The variable x should be clearly defined, such as x = pounds of grapes, rather than just x = grapes. You could also write g = pounds of grapes, since any letter may be used as a variable.",COMPARE_AND_CONTRAST,COMPARE_AND_CONTRAST,high,NA,Problem 6-88 presents two named students (Stanley and Terrence) who suggest different approaches to solve an equation and asks students to compare whether both strategies work and which is more efficient.,COMPARE_AND_CONTRAST,"The paragraph presents two named students proposing different solution strategies and asks the reader to evaluate which works or is more efficient, fitting the compare-and-contrast pattern."
cpm_course2_ms,406,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"6.2.6 Which method should I use? CHOOSING A STRATEGY FOR SOLVING PROBLEMS Launch Mathematicians construct viable arguments and critique the reasoning of others. Your teacher will display an image for a Which One Is Unique? activity. Be prepared to construct an argument for which one you believe is unique. Explore In this lesson, you will practice writing equations from word problems and solving them using tools such as the 5-D Process, algebra tiles, and symbols. Having a variety of methods will help you choose the one that makes sense to you and makes you a stronger mathematician. 6-101. Nick tried to use symbols to solve 3x − 6 = 27, but he may have made a mistake. If he did make a mistake, on which step did he first make a mistake, and what was his mistake? If he did not make a mistake, check his solution and write “all correct.” x Lesson Focus LANGUAGE OBJECTIVE Speak: I can summarize the pros and cons of methods for solving equations with classmates. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 3: Construct viable arguments and critique the reasoning of others. 5: Use appropriate tools strategically. 6: Attend to precision. MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Geometric Relationships • Knowns and Unknowns • Math in the World 3x – 6 = 27 + 6 + 6 = 33 3x x = 11",INCORRECT_TO_CORRECT,INCORRECT_TO_CORRECT,medium,EXPLICIT_ERROR_DETECTION,"The problem presents a named student's (Nick's) step-by-step work and asks students to determine if and where he made a mistake, fitting error detection/correction routines.",INCORRECT_TO_CORRECT,"The paragraph presents Nick's work, asks the reader to locate any mistake and correct it, fitting the INCORRECT_TO_CORRECT pattern with a named student's solution."
cpm_course2_ms,419,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"REFLECTION AND SYNTHESIS Launch Mathematicians look for and make use of structure. Your teacher will display a dot arrangement for a Dot Talk. Think about how you might use the structure of the dot arrangement in your counting strategy. Silently determine the number of dots without counting each dot. Hold a hand close to your chest and extend one finger when you have an answer and a counting strategy. Explore These activities offer you a chance to reflect about what you have learned during this chapter. As you work, look for concepts that you feel very comfortable with, ideas that you would like to learn more about, and topics with which you need more help. Activity 1: Summarizing My Understanding In this chapter, you have used algebra tiles and an Equation Mat as tools for solving equations. You have also represented your solution steps on an Equation Mat and with algebraic symbols. Today, you will use what you have learned about equations in this chapter to show connections between all of these methods. To start, consider the following problem. Jamee is working to solve an equation. They did the work shown. With your team, answer the questions that follow. a. Explain what Jamee did at each step. b. What is their solution? c. Is their solution correct? Explain your reasoning. If it is not, determine their error and the correct answer. –3 – 9 = 2(2x + 2) –12 = 4x + 2 –14 = 4x ORIGINAL PROBLEM STEP 1 STEP 2 Core Connections Course 2 Follow the directions to demonstrate your understanding of solving Jamee’s equation with an Equation Mat, algebraically (with numbers and symbols), and in words. 1. Sketch tiles to represent the equation on an Equation Mat. 2. Complete each step to solve the equation. Represent each step on the mat with symbols, and in words. As you work, ask questions to clarify your thinking and understanding. Make sure you can give reasons for each step. 3. Color-code the matching steps in each representation. For example, if one step is to combine like terms, label this step with green in the symbols, on the mat, and in words. Use a new color to code each step. Activity 2: What Have I Learned? Working the problems in this section will help you to evaluate which types of problems you feel comfortable with and which ones you need more help with. Solve each problem as completely as you can. The table at the end of this Closure section provides answers to these problems. It also tells you where you can find additional help and where to find similar practice problems. CL 6-133. Consider the Equation Mat shown. a. Write the equation as represented. b. What value of x will make the two sides equal? Rewrite in the fewest terms needed. Record all steps of your work. c. Check your solution. x x −1 −1",INCORRECT_TO_CORRECT,INCORRECT_TO_CORRECT,high,EXPLICIT_ERROR_DETECTION,"A named student (Jamee) is shown with their step-by-step solution to an equation (which contains a distributive error: 2(2x+2) -> 4x+2). The prompt asks if their solution is correct, and if not, to 'determine their error and the correct answer.'",INCORRECT_TO_CORRECT,"The paragraph presents Jamee's work on an equation and asks the reader to determine if the solution is correct, and if not, to find the error and correct it, matching the INCORRECT_TO_CORRECT pattern."
cpm_course2_ms,442,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"7-30. Miranna teaches gymnastics lessons at summer camp. She is paid $12.50 per hour. a. If Miranna were offered a raise of 100% per hour, what would her new hourly rate be? What percent of her original pay would she be paid? b. Miranna is offered a raise of 75% of her hourly rate to teach a private lesson. How much per hour would she be paid for the private lesson? What percent of her original pay would she get? c. What is the relationship between the percent raise that Miranna gets and her new pay as a percent of her original pay? How is this related to the scale factor (multiplier) between her original pay and her new pay? 7-31. Liam was working on a problem and drew a diagram like the one shown. He then wrote the equation ($72)(0.14) = x. However, his equation does not agree with his diagram. Explain why the equation does not work with the diagram, and then write and solve the correct equation that matches the diagram. 7-32. Ramon went to the corner store and bought more notebook paper to do his homework. The cost for the paper was $7.50, but he also had to pay the 8.1% sales tax. How much will the notebook paper cost Ramon? If Ramon gives the clerk $10, how much change should he receive? 14% x 0% 100% $0 $72",INCORRECT_TO_CORRECT,INCORRECT_TO_CORRECT,high,EXPLICIT_ERROR_DETECTION,"Problem 7-31 presents a named student's (Liam's) incorrect equation that conflicts with his diagram, asking the reader to explain why it does not work and write the correct equation.",INCORRECT_TO_CORRECT,"The paragraph includes a named student (Liam) whose incorrect equation is presented and the reader is asked to explain the error and produce the correct equation, matching the INCORRECT_TO_CORRECT pattern."
cpm_course2_ms,476,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"7-100. Graeme knows that he earns $7.52 every half hour. He wanted to know how much money he would earn after one full week of work (40 hours). He wrote the equivalent ratios shown and quickly saw a way to determine his answer. a. What do you think Graeme is thinking of doing? b. Solve Graeme’s equation. c. Graeme wants to know how long it will take him to earn $1,000. Write and solve an equation to help him figure it out. 7-101. Shiloh knows 5 cups of flour makes 2 batches of cookies. He has 13 cups of flour left. He wants to know how many batches he can make. He wrote the equivalent ratios. He asked his friend Carolyn for help solving this equation. Carolyn said, “If it takes 5 cups of flour to make 2 recipes, then it takes 2 1 _ cups of flour for each recipe. You can just use this multiplier to write an equation.” She then wrote the equation F = 2 1 _ B, where F is cups of flour and B is the number of batches. She replaced F with 13 to determine the number of batches Shiloh can make with 13 cups of flour, as shown. a. Compare Shiloh and Carolyn’s equations. Are they correct? Why or why not? b. Which equation is easier to solve? Solve it. c. Does your solution work in both Shiloh and Carolyn’s equations? 7-102. Determine the missing information in each set of equivalent ratios, using any method. Be sure that you record your process so that others can see what you did. a. 2 __ = x _ b. x ___ = 7 _ c. 0.2 ___ 2 = 1 _ x d. y ___ 11.2 = 4 _ Closure Your teacher will give you instructions for a Closure activity. $7.52 1_ 2 hour = x 40 hours 5 cups 2 batches = 13 cups x batches 13 = 2 1_ 2B",COMPARE_AND_CONTRAST,COMPARE_AND_CONTRAST,high,NA,"In problem 7-101, two named students (Shiloh and Carolyn) present different mathematical approaches/equations to the same problem, and students are asked to compare both equations and determine if they are correct.",COMPARE_AND_CONTRAST,"The paragraph asks the student to compare Shiloh and Carolyn’s equations, which are two different approaches by named characters, fitting the compare-and-contrast pattern."
cpm_course2_ms,521,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"8-62. The diagrams show some students’ use of protractors. Explain what each student needs to do to measure each angle correctly. a. b. c. d. m∠ = 60° 8-63. Complementary angles are two angles with a sum of 90°. Supplementary angles are two angles with a sum of 180°. a. Use your protractor to measure each of the angles and determine which pairs of angles are complementary and which pairs of angles are supplementary. b. With your team, come up with a strategy for remembering the definitions of “complementary” and “supplementary.” 140° 40° 20° 160° 0° 180° 180° 0° 140° 40° 160° 20° 60° 120° 80° 100° 100° 80° 60° 120° 140° 40° 20° 160° 0° 180° 180° 0° 140° 40° 160° 20° 60° 120° 80° 100° 100° 80° 60° 120° 140° 40° 20° 160° 0° 180° 180° 0° 140° 40° 160° 20° 60° 120° 80° 100° 100° 80° 60° 120° 140° 40° 20° 160° 0° 180° 180° 0° 140° 40° 160° 20° 60° 120° 80° 100° 100° 80° 60° 120° a b c",INCORRECT_TO_CORRECT,INCORRECT_TO_CORRECT,medium,EXPLICIT_ERROR_DETECTION,"The prompt displays students' improper usage of protractors and asks what each student needs to do to measure the angle correctly, effectively identifying and correcting student errors.",INCORRECT_TO_CORRECT,"The paragraph shows students' (unnamed) incorrect use of protractors and asks the reader to explain how each should measure correctly, i.e., identify and fix errors."
cpm_course2_ms,582,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"9-63. When calculating the volume of the shape shown, Audrey determined the volume of the shaded layer first. Then she said, “The shape is 22 feet high, so there are 22 one-foot-high layers.” She then multiplied and got this answer: 22 ⋅ 200 = 4,400 ft3. a. What is Audrey’s mistake? b. What is the actual volume of the shape? Write an equation to represent the volume and explain how you determined it. c. Think of another method to determine the volume of the shape using a strategy that is different than the one Audrey used. Explain your method in words and write an equation to represent this strategy. Closure 9-64. REFLECTION JOURNAL For this journal entry, write the title, read the prompt, and write your response. Copy the questions or incorporate them into your response. The method for determining the volume of a prism is commonly described like this: “Calculate the area of the base, then multiply by the height.” It is commonly written as the equation V = B · h. Discuss with your team why this strategy works. • How does knowing the area of the base help you determine the volume? • Why do you multiply by the height? 5 ft 6 ft 8 ft 22 ft 20 ft 16 ft 1 ft 8 ft 5 + 20 = 25, so 25 · 8 · 1 = 200 ft3",INCORRECT_TO_CORRECT,INCORRECT_TO_CORRECT,high,EXPLICIT_ERROR_DETECTION,"A named student (Audrey) presents an incorrect solution to a volume problem, and the student is explicitly asked to identify her mistake ('What is Audrey's mistake?') and find the actual volume.",INCORRECT_TO_CORRECT,"The paragraph presents a named student's (Audrey) incorrect work and asks the reader to identify her mistake and produce the correct solution, matching the INCORRECT_TO_CORRECT pattern."
