book,para_num,final_label,status,verification,tier,source_file,paragraph
ck12_algebra1_hs,1569,COMMON_ERROR_ALERT,CONFIRMED,dual_arm,A_positive,paragraphs.csv,"Using numbers instead of variables makes it more obvious that canceling individual terms doesn’t work. You can see that 9+1
9−5 = 10/4 = 2.5 —but if we canceled out the 9’s first, we’d get 1/-5, or -0.2, instead."
ck12_algebra1_hs,1591,COMMON_ERROR_ALERT,CONFIRMED,dual_arm,A_positive,paragraphs.csv,"Divide Rational Expressions Involving Polynomials
Just as with ordinary fractions, we first rewrite the division problem as a multiplication problem and then proceed with the multiplication as outlined in the previous example.
Note: Remember that a/b ÷ c/d = a/b · d/c. The first fraction remains the same and you take the reciprocal of the second fraction. Do not fall into the common trap of flipping the first fraction."
ck12_algebra1_hs,1660,COMMON_ERROR_ALERT,CONFIRMED,dual_arm,A_positive,paragraphs.csv,"Example 6
Find the odds of the following events:
a) Tossing a coin and getting heads.
b) Rolling a die and getting a 3.
c) Tossing 4 coins and getting exactly 3 tails.
Solution
The key to finding odds is looking at how many outcomes result in the event and how many do not:
a) The sample space consists of 2 outcomes: 1 heads, 1 not-heads. The odds of getting heads are 1 : 1 (one to one, or even).
b) The sample space consists of 6 outcomes: 1 three and 5 not-three. The odds of getting three are 1 : 5 (one to five).
c) Look back at example 4, where we found the sample space for tossing 4 coins. The sample space consists of 4 outcomes where exactly 3 tails came up and 12 outcomes when they did not. So the odds of getting 3 tails are 3 : 12 = 1 : 4 (one to four).
Look carefully at part b above. This illustrates the need to avoid confusion between odds and probability. We know that the probability of getting a 3 is P(3) = 1/6 or “one in six,” but the odds describes the same event with the ratio 1 : 5 or “one to five”."
ck12_algebra1_hs,1711,COMMON_ERROR_ALERT,CONFIRMED,dual_arm,A_positive,paragraphs.csv,"Find the Probability of Independent Events
If the result of one event has no bearing on the probability of the second event, we call them independent events. For example, if you flip a coin 3 times and get heads 3 times, what is the probability that the next flip will result in tails? Many people think that the previous run of heads somehow influences the flip to make tails more likely, but in reality the previous flips have no bearing on the outcome of the new flip –how could they? The coin doesn’t have a brain or a memory.
(The idea that tails is more likely after a run of heads is called the Gambler’s Fallacy, and it probably arises from people getting confused about something called prior probability. Now that you’ve learned a little about probability, you know that getting three heads and one tail is a little more likely than getting four heads on four coin flips, so before you flip the coin, you’d expect that it’s more likely you’ll get three heads than four heads. But after you’ve already flipped the coin three times, the chances of getting heads on the first three flips don’t matter any more, because you already got those three heads; the probability of getting those first three heads has gone from 12.5% to 100%! So the only probability that still matters is the probability of getting heads on the one flip remaining, which is just the same as it always is on a single coin flip: 50%.)
Because one flip of the coin has no effect on the outcome of any other flips, each flip of the coin counts as an independent event.
To find the probability of multiple independent events happening together, we multiply the individual probabilities:
For independent events : P(A and B) = P(A)·P(B)"
cpm_course2_ms,52,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"1-83. DaMarr also kept track of the number of heads he flipped. He wrote his experimental probability of flipping heads as the fraction 7 __ . He wants to rewrite 7 __ as a percent. To do so, he knows that he needs to rewrite it as a portion of 100. He started by drawing the picture shown to represent 7 __ . a. As he looked at his picture, DaMarr realized that he could adjust his drawing to show 100 parts instead of 20. DaMarr then drew a new diagram. How many of the 100 parts are shaded? Explain your reasoning. b. Explain how DaMarr can use his new picture to write 7 __ as a percent. c. Use a similar strategy to rewrite 3 __ as a percent. Show your steps. 1-84. Randy was playing “Double Heads,” a game in which he would flip two coins at a time. He recorded the number of times he flipped two heads at the same time. He flipped the coins 50 times, and there were 20 times when both coins landed heads-up, which he recorded as 20 __ . a. How does 20 __ compare to 50%? b. Randy claims, “ 20 __ is equivalent to 70 ___ because if I add 50 to the denominator to get 100 and add 50 to the numerator to get 70, the fraction becomes 70 ___ .” Explain to Randy why 20 __ and 70 ___ are not equivalent fractions. 1-85. Three students invented a game in which they flip coins for one minute and then determine who flipped the highest percentage of heads. After their first round, each of them thinks that they were the winner of the game. Here is what they reported: • “I think I won,” said Maria, “Of my flips, 12 __ were heads.” • Autymn said, “I flipped my coin 40 times and had a total of 18 heads. Since both of my numbers are larger than yours, I must have won.” • Kumar reported, “I recorded 44% of my flips as heads.” Help the students determine their percentages of heads. Explain your reasoning. NOTE: This stoplight icon will appear periodically throughout the text. Problems with this icon may be used to highlight common errors. Discover and correct the error."
cpm_course2_ms,61,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"1-105. Justin is working on a new problem: 1 _ + 1 _ . He drew the picture shown to represent the problem. a. Could you name Justin’s sum as a single fraction? Would he be correct to name it 2 _ ? b. Kermit sees Justin’s work and says, “You need to make all of the pieces the same size before you try to write the sum. You can use a Giant One to rewrite 1 _ and 1 _ each as sixths.” He writes: Finish Kermit’s work to rewrite each fraction so that its denominator is 6. c. What is the sum of the new fractions? Fix Justin’s picture or draw a new diagram to explain why your answer makes sense. d. Discuss with your team why Kermit might have chosen to rewrite each fraction as sixths. Could he have used a different number? Be ready to share your thoughts. 1-106. Before you can write the sum of two fractions, they must be rewritten so that both wholes have an equal number of parts. In other words, they must be rewritten to have a common denominator. Three students were adding the fractions 1 _ + 5 __ . They each used a different common denominator: a. Who is correct? Can any number be a common denominator? Explain your reasoning. b. Which of their common denominators is easiest to work with? Why? c. Record at least three different common denominators you could use to add 3 __ + 1 _ . + = 1_ 3 · _ = _ 1_ 2 · _ = _ LILY ARMANDO JOSUE 1_ 4 + 5_ = 12_ 48 + 20_ = 32_ 1_ 4 + 5_ = 3_ 12 + 5_ = 8_ 1_ 4 + 5_ = 6_ 24 + 10_ = 16_"
cpm_course2_ms,70,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"1.2.8 What part is missing? SUBTRACTING PROBABILITIES Launch Mathematicians construct viable arguments and critique the reasoning of others. Your teacher will display an image for a Which One Is Unique? activity. Be prepared to construct an argument for which one you believe is unique. Explore In Lesson 1.2.7, you calculated probabilities for single events and combinations of events when either one outcome or another is desirable. You have also compared those probabilities to decide which outcomes are most likely. In this lesson, you will work with your team to apply your knowledge of fractions to represent and calculate the probabilities of a variety of events. As you work, ask each other these questions to focus your discussion: • How can probabilities be combined? • How can the answer be rewritten in a different form? 1-129. Eustice is adding fractions. Here is his work: a. How do you think Eustice got his answer? Does his answer make sense? Discuss Eustice’s work with your team. Then explain your reasoning with diagrams and words. b. Help Eustice by showing your work to correctly add the fractions. Lesson Focus LANGUAGE OBJECTIVE Speak or Diagram: I can explain how to calculate the probability of compound events to teammates. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 3: Construct viable arguments and critique the reasoning of others. 6: Attend to precision. 7: Look for and make use of structure. MAJOR CONCEPTUAL IDEAS • Knowns and Unknowns • Probability and Data • Proportional Relationships 1_ 2 + 2_ 4 = 3_"
cpm_course2_ms,71,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"1-130. Lindsay has a paper bag full of Fruiti Tutti Chews in different fruit flavors. She says, “If you reach into the bag, you have a 1 _ chance of pulling out a Killer Kiwi. There is a 3 _ chance that you will get Cool Coconut.” a. If you reach into the bag, what is P(coconut or kiwi)? b. Is there another flavor in the bag? How can you tell? If so, assuming that there is only one other flavor, what is the probability of getting that flavor? c. How many candies might Lindsay have in the bag? Is there more than one possibility? Assume that all candies in the bag are whole candies. 1-131. Lyle asked for a challenge problem, and his teacher gave him this one: There is a 2 _ chance of drawing a red marble out of a bag of marbles. If the probability of drawing a red or a blue marble is 2 _ , what is the probability of drawing a blue marble? When Lyle’s teammates saw the challenge he was working on, they each had a different idea for how he should start. • Mayra suggested that he start by rewriting 2 _ and 2 _ so that they have a common denominator. • Kenessa disagreed. “You want to set up a subtraction problem,” she said. She wrote the expression 2 _ − 2 _ to show Lyle her idea. • Darren had a different idea. “The probability that you would draw either red or blue is the same as the probability of drawing red added to the probability of drawing blue,” he said. He wrote the equation 2 _ = 2 _ + ? to show his idea. a. Which way would you suggest to Lyle as he starts working to determine P(blue)? • Discuss your ideas with your team. • Write a clear explanation of which method you recommend and why. • Include your ideas about whether the other strategies will solve the problem and why you did not choose them. b. What is the probability of drawing a blue marble? Explain your reasoning. 1-132. Louise is playing a game, but the spinner is incomplete. Each section of the spinner is labeled with the probability of spinning it. What fraction is missing? ? 1_ 1_ 2_"
cpm_course2_ms,141,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"Review & Preview 2-119. Troy is a fan of baseball, and their favorite player is Moe Jauer of the Minnesota Triplets. Troy made a table displaying how many home runs Jauer hit during his first five seasons. Graph Troy’s data. 2-120. Sara turned in the two graphs shown for homework, but her teacher marked them as being incorrect. Explain to Sara what mistakes she made. Then choose one of her graphs, copy it, and correct it. a. b. 2-121. If a set of xy-axes has 20 grid units in each direction and the greatest value of the data to be placed on the horizontal axis is 132, what would be an appropriate and convenient scale to use for this axis? Explain. Season Number of Home Runs x y y x"
cpm_course2_ms,153,INCORRECT_TO_CORRECT,UNCERTAIN,dual_arm,A_positive,paragraphs_stitched.csv,"3-1. Katrina wrote the following set of instructions for Cecil: 4 · 2.5 + 1. a. If Cecil the acrobat follows Katrina’s instructions, how far will he go? Draw a diagram of Cecil’s movements and show how far he will move. b. Katrina drew the diagram shown. How was she thinking about Cecil’s moves? Write an expression to represent Katrina’s diagram. c. Explain why Katrina’s diagram in part (b) will not give her the correct length for 4 ⋅ 2.5 + 1. d. Cecil changed Katrina’s set of instructions so that the length of 1 foot came first, as shown in the diagram. Write an expression to represent this new diagram. How far does Cecil move here? Does this give the same length as 4 · 2.5 + 1? 3-2. Cecil’s trainers proposed each of the following movements. Which one requires the longest rope? Draw diagrams to justify your answer. MOVEMENT 1 MOVEMENT 2 MOVEMENT 3 8 + 2(6.48) feet 2 + 8(6.48) feet (8 + 2)6.48 feet 3-3. The expression 5 + 3 · 4 + 2 can be used to represent the group of “+” tiles shown. a. How does each part of the expression connect with the groups of “+” tiles? How many tiles are there? b. Each group of “+” tiles is represented by a different part of the expression, also called a numerical term. Numerical terms are single numbers or products of numbers. It is often useful to circle terms in an expression to keep track of separate calculations. For example, each term circled in the expression shown represents a separate part of the collection of “+” tiles. Circle the terms in the following expression. What does each term describe about collections of “+” or “−” tiles? 4 · 5 + 1 + 3(−2) + 6 2.5 2.5 2.5 2.5 2.5 2.5 2.5 2.5 + + + + + + + + + + + + + + + + + + + 5 + 3 · 4 + 2"
cpm_course2_ms,183,COMPARE_AND_CONTRAST,UNCERTAIN,dual_arm,A_positive,paragraphs_stitched.csv,"3-74. When multiplying decimals, how do you know where to place the decimal point? Think about this as you do parts (a) through (d). a. Write two equations for multiplying 0.3 by 0.16. One equation should express the factors and product using decimals, and one using fractions. b. In part (a), you multiplied tenths by hundredths to get thousandths. Do you always get thousandths if you multiply tenths by hundredths? Why or why not? What do you get if you multiply tenths by tenths? Hundredths by hundredths? Use several examples to justify your answers. c. When a multiplication problem is written using decimals, there is a relationship between the number of decimal places in the parts (or factors) of the problem and the number of decimal places in the answer (or product). Describe this relationship. d. Describe a shortcut for locating the decimal point in the answer to a problem involving decimal multiplication. 3-75. For each of the following problems, use a hundredths grid if needed. Write both a fraction and a decimal equation with your answer. a. (0.3)(0.6) b. (0.5)(−0.4) c. (−0.2) · (−0.7) 3-76. Jerry’s teacher gave him the problem (−2.4)(5.3). He decided to use an area model to determine the answer. He used the area model shown and determined that (−2.4)(5.3) = −8.48. Jerry’s teammate Ron knows that (2.4)(5.3) = 12.72, so he thinks that the answer to (−2.4)(5.3) is −12.72. Who is correct, and what mistake did the other student make? –10 2.0 –0.6 0.12 0.3 0.4 –2 + + = –10 + 2.0 – 0.6 + 0.12 = –8.48"
cpm_course2_ms,185,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"3-79. Mentally calculate the following products. a. (−0.04)(−0.1) b. (0.03)(−0.02) c. (0.7)(0.4) d. Stacey said, “Stephanie, look at my answer to the last problem, 0.7 · 0.4 = 0.28. Usually when I multiply, I get a bigger answer than the numbers I start with, but twenty-eight hundredths, 0.28, is less than either 0.4 or 0.7. I must have made a mistake.” Stephanie responded, “Well, one-half times one-half is one-fourth, and one-fourth is less than one-half. I think when you multiply by a fraction or decimal less than one, you get less than you started with.” Write a sentence or two about who you think is correct and why. 3-80. The highest point in the United States is Mount McKinley, also called Denali, in Alaska. Its summit is 20,335 feet above sea level. Badwater, a basin located in Death Valley, is the lowest point in the United States, at 282 feet below sea level. How high is the summit of Denali above the Death Valley location? Show your calculation using absolute value symbols. 3-81. Calculate the mean, range, and median of these values: 12, 4, −2, 0, 9, −2, 1, 7, 8, 2. Recall that the range is calculated by determining the difference between the largest and smallest data values. 3-82. Calculate the product for each multiplication problem. a. 5 _ · 2 _ b. 3 _ · 2 _"
cpm_course2_ms,200,EXPLICIT_ERROR_DETECTION,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"3-115. Each problem has an error in the answer. Identify the error, explain how to correct the mistake, and correct it. a. b. c. d. e. f. 3-116. This problem is a checkpoint for multiplication of fractions and decimals. It will be referred to as Checkpoint 3. Multiply each pair of fractions or each pair of decimals. a. 3 _ · 3 _ b. 9 ___ · 4 _ c. 3 1 _ · 1 1 _ d. 2 1 _ · 3 1 _ e. 3.62 · 3.4 f. 0.26 · 0.0008 Check your answers. Do you feel confident working with multiplication of fractions and decimals? For extra support, refer to the review materials and practice problems that are available in the Checkpoint Materials. 3-117. Complete the following division problems using any method. a. 6 _ ÷ (− 3 _ ) b. 7 _ ÷ 3 _ c. − 4 _ ÷ 5 11 __ d. − 2 _ ÷ (−1 1 _ ) × 0.5 467.92 + 1.293 479.85 – 62.837 38.837 1.234 × 0.003 0.3702 4,006.3 – 34.98 3,971.48 45.6 32.87 + 0.003 374.6"
cpm_course2_ms,203,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"3-122. Maria and Jorge were trying to evaluate the expression (− 4 _ ) · 1 2 _ · (− 3 _ ). Her work is shown. Jorge had a different idea. He multiplied (− 4 _ ) · (− 3 _ ) first. a. Evaluate the expression 1 2 _ · (− 4 _ ) · (− 3 _ ) using Jorge’s method. Is your answer equal to Maria’s? b. Jorge used the Commutative Property of Multiplication. Why might Jorge have decided to multiply (− 4 _ ) · (− 3 _ ) first? c. In a multiplication problem, the factors can be grouped together in different ways. This is called the Associative Property of Multiplication. Use this property and show that ( 3 _ · 2 _ ) · (−2) and 3 _ · ( 2 _ · (−2)) are equivalent. d. Evaluate each expression. First decide if you want to group some factors together. i. (−9) · 1 _ · 3 _ ii. − 5 __ · 3 _ · 4 _ iii. −8.1 · 5 · 2 3-123. Use the integers −6, 2, −3, and 1 once each with any of the four operations or parentheses to make: a. The largest possible answer. b. Zero or the closest number to zero. c. The smallest possible answer. = 84_ = 1 24_ = 1 2_ – 4_ 3 · 1 2_ 5 · – 3_ = – 4_ 3 · 7_ 5 · – 3_ = – 4_ 3 · – 21_"
cpm_course2_ms,219,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"4-4. Two figures are scaled copies if the ratio of their side lengths stays the same. That means that the ratio of copy ______ original for each pair of corresponding sides is equal. a. These two figures are scaled copies. Can you determine the missing side lengths? What is the scale factor? b. Kai and Eli are having a disagreement about the scale factor for the following figures. Kai thinks the scale factor is 2:1, but Eli does not agree. Who is correct? Explain your reasoning. Closure Your teacher will give you instructions for a Closure activity. COPY ORIGINAL 2.8 COPY ORIGINAL"
cpm_course2_ms,257,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"4-76. The perimeter of each algebra tile can be also written as an expression using variables and numbers. a. Write at least two different expressions for the perimeter of each tile shown. b. Which way of writing the perimeter seems clearest to you? What information can you get from each expression? c. Lianna wrote the perimeter of the collection of tiles shown as 2x + 1 + 1 + 1 + 2x + 1 units, but Jonah wrote it as 4x + 4. How are their expressions different? d. Which expression represents the perimeter? Can they both represent the perimeter? Neither? 4-77. The expressions that you have written to represent area and perimeter are made up of terms that are separated by addition and subtraction. a. Write an expression for the perimeter of the figure. b. How many x lengths are represented in the expression in part (a)? How many unit lengths? c. Combining like terms (like terms contain the same variable raised to the same power) is a way to rewrite an expression. Rewriting the perimeter of the shape as P = 4x + 6 combines the separate x-terms as 4x and combines the unit terms in the term 6. If you have not already done so, combine like terms for the perimeter expressions that you wrote in problem 4-76. Closure Your teacher will give you instructions for a Closure activity. x2 x x x"
cpm_course2_ms,269,COMMON_ERROR_ALERT,UNCERTAIN,dual_arm,A_positive,paragraphs_stitched.csv,"4-99. Division by zero is an interesting concept. Some students believe that when you divide by zero, the result is zero. Consider how the numerical equation 30 ÷ 6 = 5 can be reversed to make the multiplication equation 5 · 6 = 30. a. Reverse the division equation 24 ÷ 4 = 6 into a multiplication equation. b. Now take the equation 24 ÷ 0 = x and reverse it into a multiplication equation. Is there a value of x that can make this equation true? Explain. c. Why do you think the solution to a number divided by zero is called “undefined”? d. Is 0 ÷ 24 also “undefined”? Why or why not? Closure 4-100. GOAL JOURNAL For this journal entry, write the title, read the prompt, and write your response. Copy the questions or incorporate them into your response. GOAL JOURNAL 4 Taking ownership and responsibility for your own learning may help you achieve at higher levels. This includes thoughtful reflection as you write in your journal, seeking out help if you are struggling, or making an honest assessment of your study habits. • To this point, what have you learned about yourself as a learner? • What are the ways that you learn best? • What is one study habit that, if you made a change, would help you be even more successful? • Write a goal including one small step you will take to improve as a learner."
cpm_course2_ms,387,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"6-59. Chen’s sister made this riddle for him to solve: “I am thinking of a number. If you add two to the number then triple it, you get nine.” a. Build the equation on an Equation Mat. What are two ways that Chen could write this equation? b. Solve the equation and show your work by recording your steps after each valid move. c. When Chen told his sister the mystery number in the riddle, she said he was wrong. Chen was sure that he had figured out the correct number. Choose a way to justify that you have the correct solution in part (b). 6-60. Solve the equation 4(x + 3) = 8. Remember to: • Build the equation on your Equation Mat with algebra tiles. • Rewrite the equation using valid moves. • Record the original equation and all of your steps using symbols. • Solve for x. What is the value of x that makes the equation true? 6-61. CHECKING YOUR SOLUTION When you solve an equation that has one solution, you get a value for the variable. But how do you know that you have done the steps correctly and that your answer “works”? a. Look at your answer for problem 6-60. How could you verify that your solution is correct and convince someone else? Discuss your ideas with your team. b. When Kelly and Madison compared their solutions for the equation −7 = −2(x + 1) + 3x, Kelly got a solution of x = −5 and Madison got a solution of x = −8. To decide whether the solutions were correct, they decided to check their answers to see if they made the expressions equal. Finish their work to determine whether either person has the correct solution. c. When checking, Kelly ended up with −7 = −7. Does this mean that her answer is correct or incorrect? If it is correct, does this mean the solution is x = −7 or x = −5? Explain. d. Go back to problem 6-60 and show how to check your solution for that equation. KELLY MADISON x = –5 –7 = –2(x + 1) + 3x –7 = –2(–5 + 1) + 3(–5) x = –8 –7 = –2(x + 1) + 3x –7 = –2(–8 + 1) + 3(–8)"
cpm_course2_ms,399,COMPARE_AND_CONTRAST,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"Review & Preview 6-87. For the end-of-year party, Mt. Rose Middle School ordered 112 pizzas. There were eight fewer veggie pizzas than there were pepperoni pizzas. There were three times as many combo pizzas as pepperoni pizzas. Use the 5-D Process to define a variable and write an equation for this situation. Then determine how many of each kind of pizza were ordered. 6-88. Consider the equation 7 = 3x − 5. a. Stanley wants to start solving the equation by adding 5 to both sides, while Terrence first wants to subtract 7 from both sides. Will both strategies work? Is one strategy more efficient than the other? b. Solve 7 = 3x − 5. Show your steps. Methods & Meanings DEFINING A VARIABLE When you write an equation, it is important to define the variable precisely. You need to be clear about what you are talking about so that someone else looking at your work would understand what the variable represents. This is an important habit to develop because it is an important step in solving many different math problems. For example, suppose you have the following problem: At the neighborhood grocery store, grapes cost $3 a pound. If Belinda spent $5.40 on grapes, how many pounds of grapes did she buy? One equation you could write is 3x = 5.4 if you know what x stands for. The variable x should be clearly defined, such as x = pounds of grapes, rather than just x = grapes. You could also write g = pounds of grapes, since any letter may be used as a variable."
cpm_course2_ms,406,INCORRECT_TO_CORRECT,CONFIRMED,dual_arm,A_positive,paragraphs_stitched.csv,"6.2.6 Which method should I use? CHOOSING A STRATEGY FOR SOLVING PROBLEMS Launch Mathematicians construct viable arguments and critique the reasoning of others. Your teacher will display an image for a Which One Is Unique? activity. Be prepared to construct an argument for which one you believe is unique. Explore In this lesson, you will practice writing equations from word problems and solving them using tools such as the 5-D Process, algebra tiles, and symbols. Having a variety of methods will help you choose the one that makes sense to you and makes you a stronger mathematician. 6-101. Nick tried to use symbols to solve 3x − 6 = 27, but he may have made a mistake. If he did make a mistake, on which step did he first make a mistake, and what was his mistake? If he did not make a mistake, check his solution and write “all correct.” x Lesson Focus LANGUAGE OBJECTIVE Speak: I can summarize the pros and cons of methods for solving equations with classmates. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 3: Construct viable arguments and critique the reasoning of others. 5: Use appropriate tools strategically. 6: Attend to precision. MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Geometric Relationships • Knowns and Unknowns • Math in the World 3x – 6 = 27 + 6 + 6 = 33 3x x = 11"
